parent,name*,displayName,description,synonyms,relatedTerms,references,tags,reviewers,owner,glossaryStatus,extension
,634457935.3,317100000.0,231800000,,,,365600000,,,,
,634457935.3,109000000.0,88400000,,,,298200000,,,,
,634457935.3,67400000.0,82400000,,,,248900000,,,,
,374000000.0,2006000000.0,1530000000,,,,3331000000,,,,
,374000000.0,947000000.0,780000000,,,,2843000000,,,,
,344000000.0,858000000.0,668000000,,,,2370000000,,,,
,341000000.0,686000000.0,458000000,,,,2245000000,,,,
,634457935.3,179200000.0,105500000,,,,350600000,,,,
,634457935.3,192900000.0,137200000,,,,365500000,,,,
,634457935.3,122900000.0,87300000,,,,307100000,,,,
,634457935.3,163400000.0,109900000,,,,292000000,,,,
,634457935.3,576887000.0,442637000,,,,1441854000,,,,
,634457935.3,345304000.0,266202000,,,,1219333000,,,,
,634457935.3,410440000.0,313765000,,,,1566071000,,,,
,634457935.3,233902000.0,184132000,,,,1096263000,,,,
,634457935.3,371200000.0,274100000,,,,882800000,,,,
,634457935.3,288900000.0,232600000,,,,795200000,,,,
,634457935.3,295000000.0,238300000,,,,880900000,,,,
,634457935.3,250100000.0,193200000,,,,825500000,,,,
,22000000.0,660000000.0,538000000,,,,761000000,,,,
,20000000.0,409000000.0,322000000,,,,485000000,,,,
,20000000.0,1571000000.0,1453000000,,,,376000000,,,,
,19000000.0,241000000.0,207000000,,,,327000000,,,,
,634457935.3,720000000.0,584000000,,,,4970000000,,,,
,634457935.3,-542000000.0,-535000000,,,,4574000000,,,,
,634457935.3,941000000.0,699000000,,,,4826000000,,,,
,634457935.3,-74000000.0,-12000000,,,,3945000000,,,,
,634457935.3,248000000.0,251000000,,,,749000000,,,,
,634457935.3,437000000.0,363000000,,,,903000000,,,,
,634457935.3,254000000.0,200000000,,,,741000000,,,,
,634457935.3,117000000.0,121000000,,,,730000000,,,,
,634457935.3,-37800000.0,-25800000,,,,106600000,,,,
,634457935.3,-12600000.0,-19200000,,,,105200000,,,,
,634457935.3,-27600000.0,-17300000,,,,96600000,,,,
,634457935.3,-6300000.0,-800000,,,,88600000,,,,
,193600000.0,47882000.0,32707000,,,,1195430000,,,,
,192327000.0,219264000.0,172252000,,,,1157122000,,,,
,197906000.0,176132000.0,141505000,,,,1160352000,,,,
,186826000.0,459840000.0,356676000,,,,1136784000,,,,
,634457935.3,402000000.0,246000000,,,,503000000,,,,
,634457935.3,193000000.0,151000000,,,,289000000,,,,
,634457935.3,117000000.0,87000000,,,,180000000,,,,
,634457935.3,-9000000.0,-28000000,,,,94000000,,,,
,634457935.3,127496000.0,88448000,,,,342414000,,,,
,634457935.3,66302000.0,61530000,,,,308841000,,,,
,634457935.3,172427000.0,143191000,,,,300631000,,,,
,634457935.3,135276000.0,102909000,,,,290180000,,,,
,634457935.3,1719000000.0,1265000000,,,,4361000000,,,,
,634457935.3,1960000000.0,1484000000,,,,4568000000,,,,
,634457935.3,1476000000.0,1135000000,,,,4049000000,,,,
,634457935.3,889000000.0,698000000,,,,2375000000,,,,
,634457935.3,1754000000.0,1217000000,,,,6091000000,,,,
,634457935.3,1439000000.0,1020000000,,,,5776000000,,,,
,634457935.3,1137000000.0,807000000,,,,5562000000,,,,
,634457935.3,1655000000.0,1246000000,,,,1321000000,,,,
,634457935.3,4422000000.0,3082000000,,,,15488000000,,,,
,634457935.3,2177000000.0,1377000000,,,,13508000000,,,,
,634457935.3,-957000000.0,-665000000,,,,11456000000,,,,
,634457935.3,-44000000.0,-207000000,,,,10549000000,,,,
,634457935.3,239554000.0,204434000,,,,754003000,,,,
,634457935.3,246376000.0,187974000,,,,750124000,,,,
,634457935.3,159274000.0,127101000,,,,683466000,,,,
,634457935.3,117732000.0,190959000,,,,601683000,,,,
,634457935.3,2582000000.0,2265000000,,,,2790000000,,,,
,634457935.3,2638000000.0,2300000000,,,,3090000000,,,,
,634457935.3,2752000000.0,2418000000,,,,3256000000,,,,
,634457935.3,1336000000.0,1194000000,,,,1810000000,,,,
,634457935.3,289300000.0,230400000,,,,579200000,,,,
,634457935.3,287300000.0,218300000,,,,552200000,,,,
,634457935.3,291000000.0,220700000,,,,550900000,,,,
,634457935.3,176900000.0,150200000,,,,557400000,,,,
,634457935.3,1898000000.0,1467000000,,,,5705000000,,,,
,634457935.3,1513000000.0,1161000000,,,,5732000000,,,,
,634457935.3,5378000000.0,4135000000,,,,5973000000,,,,
,634457935.3,1804000000.0,1388000000,,,,5934000000,,,,
,634457935.3,768000000.0,620000000,,,,803000000,,,,
,634457935.3,1316000000.0,1049000000,,,,1357000000,,,,
,634457935.3,614000000.0,484000000,,,,652000000,,,,
,634457935.3,1145000000.0,909000000,,,,1189000000,,,,
,634457935.3,372303000.0,331179000,,,,902756000,,,,
,634457935.3,331993000.0,267722000,,,,859050000,,,,
,634457935.3,302003000.0,258384000,,,,809516000,,,,
,634457935.3,328533000.0,284857000,,,,819884000,,,,
,1697000000.0,3591000000.0,2863000000,,,,8185000000,,,,
,1527000000.0,3255000000.0,2545000000,,,,7784000000,,,,
,1612000000.0,2681000000.0,2174000000,,,,7581000000,,,,
,1565000000.0,3306000000.0,2636000000,,,,7684000000,,,,
,634457935.3,7348000000.0,6193000000,,,,18596000000,,,,
,634457935.3,10309000000.0,7942000000,,,,20817000000,,,,
,634457935.3,4998000000.0,3979000000,,,,16540000000,,,,
,634457935.3,4076000000.0,3230000000,,,,15509000000,,,,
,634457935.3,831000000.0,648000000,,,,1822000000,,,,
,634457935.3,781000000.0,611000000,,,,1799000000,,,,
,634457935.3,571000000.0,456000000,,,,1583000000,,,,
,634457935.3,375000000.0,314000000,,,,1363000000,,,,
,146179000.0,68679000.0,62766000,,,,670924000,,,,
,144158000.0,81190000.0,90048000,,,,643306000,,,,
,132517000.0,119148000.0,112091000,,,,684118000,,,,
,130628000.0,115998000.0,98227000,,,,648177000,,,,
,45000000.0,101000000.0,97000000,,,,668000000,,,,
,32000000.0,-59000000.0,-61000000,,,,774000000,,,,
,40000000.0,332000000.0,259000000,,,,837000000,,,,
,32000000.0,526000000.0,415000000,,,,920000000,,,,
,634457935.3,726100000.0,510300000,,,,1176800000,,,,
,634457935.3,752300000.0,574400000,,,,1250800000,,,,
,634457935.3,535000000.0,424000000,,,,1095300000,,,,
,634457935.3,536500000.0,411700000,,,,1077300000,,,,
,634457935.3,179000000.0,189000000,,,,591000000,,,,
,634457935.3,175000000.0,176000000,,,,583000000,,,,
,634457935.3,350000000.0,349000000,,,,887000000,,,,
,634457935.3,197000000.0,158000000,,,,728000000,,,,
,634457935.3,3618000000.0,2641000000,,,,6342000000,,,,
